dissimilarity_1_0deg dissimilarity_1_45deg dissimilarity_1_90deg dissimilarity_1_135deg dissimilarity_3_0deg dissimilarity_3_45deg dissimilarity_3_90deg dissimilarity_3_135deg dissimilarity_5_0deg dissimilarity_5_45deg dissimilarity_5_90deg dissimilarity_5_135deg correlation_1_0deg correlation_1_45deg correlation_1_90deg correlation_1_135deg correlation_3_0deg correlation_3_45deg correlation_3_90deg correlation_3_135deg correlation_5_0deg correlation_5_45deg correlation_5_90deg correlation_5_135deg contrast_1_0deg contrast_1_45deg contrast_1_90deg contrast_1_135deg contrast_3_0deg contrast_3_45deg contrast_3_90deg contrast_3_135deg contrast_5_0deg contrast_5_45deg contrast_5_90deg contrast_5_135deg energy_1_0deg energy_1_45deg energy_1_90deg energy_1_135deg energy_3_0deg energy_3_45deg energy_3_90deg energy_3_135deg energy_5_0deg energy_5_45deg energy_5_90deg energy_5_135deg homogeneity_1_0deg homogeneity_1_45deg homogeneity_1_90deg homogeneity_1_135deg homogeneity_3_0deg homogeneity_3_45deg homogeneity_3_90deg homogeneity_3_135deg homogeneity_5_0deg homogeneity_5_45deg homogeneity_5_90deg homogeneity_5_135deg ASM_1_0deg ASM_1_45deg ASM_1_90deg ASM_1_135deg ASM_3_0deg ASM_3_45deg ASM_3_90deg ASM_3_135deg ASM_5_0deg ASM_5_45deg ASM_5_90deg ASM_5_135deg Category
0.10752144607843137 0.14914263744713563 0.08046874999999998 0.10752144607843137 0.2657176383399209 0.270548691295011 0.23315508021390371 0.2657176383399209 0.3551886205179281 0.3199698851872764 0.29211973503312083 0.3551886205179281 0.9456018917369757 0.9243479825560292 0.9594310404143477 0.9456018917369757 0.8628289815703222 0.8605749654380654 0.8811108866286306 0.8628289815703222 0.8079823744363712 0.8311654464685617 0.8486386856532219 0.8079823744363712 0.10831801470588234 0.15037293348712027 0.08095894607843135 0.10831801470588234 0.2711524209486166 0.27515483489465 0.23544912035960625 0.2711524209486166 0.3770698456175297 0.3315766359244619 0.29815023122109735 0.3770698456175297 0.4749815384177128 0.45559389588878063 0.4870174772686358 0.4749815384177128 0.40742304626093834 0.4048132886476794 0.4199346249779461 0.40742304626093834 0.3773989743275445 0.38753951362372796 0.39811659368893876 0.3773989743275445 0.9463189338235294 0.9255517108804305 0.9598146446078428 0.9463189338235294 0.8676846590909089 0.8651862687124579 0.8836518639076185 0.8676846590909089 0.8245938122509955 0.8411757324800802 0.8545431821022371 0.8245938122509955 0.22560746183765715 0.2075657979711171 0.2371860231651062 0.22560746183765715 0.16599353862454272 0.16387379866574942 0.17634508925536824 0.16599353862454272 0.1424299858234826 0.15018687461971564 0.15849682217048355 0.1424299858234826 Laminat
0.11461397058823539 0.1462360630526721 0.06416973039215691 0.11461397058823539 0.2774981472332017 0.2708287946220162 0.2234054095946679 0.2774981472332017 0.37173182270916355 0.32411067193675897 0.29660354955630547 0.37173182270916355 0.9202141064156681 0.8984388534706508 0.9527160711757028 0.9202141064156681 0.8022742809537746 0.8099954873526526 0.8403191397189556 0.8022742809537746 0.7293348566036666 0.7709032621632457 0.7930158090875569 0.7293348566036666 0.1296262254901961 0.1647827758554402 0.07740502450980397 0.1296262254901961 0.3156651432806327 0.30478354237340893 0.2584360226303961 0.3156651432806327 0.4251431772908369 0.36395005960223337 0.3317241594800652 0.4251431772908369 0.4983783880986439 0.4835842846737976 0.5232362897996783 0.4983783880986439 0.4283438385020413 0.4302147408093359 0.44947683764874774 0.4283438385020413 0.3970501505810258 0.4111048761907504 0.42075901123363896 0.3970501505810258 0.9435718907769073 0.9278898654761163 0.9686125000353584 0.9435718907769073 0.8632650929962555 0.8663706685048367 0.8900374422892595 0.8632650929962555 0.817884951720589 0.8403094385562573 0.853780401349678 0.817884951720589 0.2483810177238025 0.23385376038346853 0.27377621496333293 0.2483810177238025 0.1834784439826628 0.18508472320964406 0.20202942758271875 0.1834784439826628 0.15764882207641523 0.16900721922781223 0.17703814553430952 0.15764882207641523 Laminat
0.11295955882352943 0.1490503652441368 0.07031250000000001 0.11295955882352943 0.27572257905138337 0.2745168217609162 0.23468960706812372 0.27572257905138337 0.3737082918326693 0.3286435786435786 0.30683664541932265 0.3737082918326693 0.9425496828005129 0.9242293849867436 0.9646187183205931 0.9425496828005129 0.8548499104840909 0.8579504029065752 0.8798795869360915 0.8548499104840909 0.7904175887238641 0.826177256443554 0.8393484361248732 0.7904175887238641 0.11369485294117648 0.14975778546712798 0.07046568627450982 0.11369485294117648 0.2829792490118577 0.27806479723631383 0.23698364721382623 0.2829792490118577 0.40221924800796804 0.33736432649476134 0.31442944631921016 0.40221924800796804 0.47470970461904394 0.4586094267354668 0.4946770934254765 0.47470970461904394 0.40840498961112914 0.4079582607478784 0.42341107618377394 0.40840498961112914 0.3778777561725424 0.3894313960903489 0.3971980386615362 0.3778777561725424 0.9435937499999998 0.9255455594002304 0.964859068627451 0.9435937499999998 0.8628643774703557 0.8630963866670819 0.8828846004805084 0.8628643774703557 0.8159969497011952 0.836550285463329 0.8473409573803278 0.8159969497011952 0.22534930365949996 0.21032260629063348 0.2447054267598776 0.22534930365949996 0.1667946355392665 0.16642994251243393 0.17927693943510162 0.1667946355392665 0.14279159860999538 0.15165681226087818 0.1577662819165712 0.14279159860999538 Laminat
0.12449448529411762 0.15823144944252204 0.07538296568627452 0.12449448529411762 0.31679224308300413 0.2900781177056425 0.24516779043633266 0.31679224308300413 0.4380913844621515 0.35500972457494195 0.32878702662167236 0.4380913844621515 0.9145692710107982 0.8912541365963736 0.9488288050045899 0.9145692710107982 0.7625412114900564 0.7928305514512156 0.8289343444463735 0.7625412114900564 0.636951561521228 0.7332530612608996 0.759148227627286 0.636951561521228 0.126577818627451 0.1607535563244905 0.07605698529411765 0.126577818627451 0.3475481719367591 0.30305623852354424 0.2518329070758739 0.3475481719367591 0.5249315239043826 0.38681849551414776 0.35178415198100244 0.5249315239043826 0.526318295784415 0.5106184587732946 0.5483287583918149 0.526318295784415 0.4500173448643723 0.4575283283493001 0.4736115824787415 0.4500173448643723 0.41416429843341124 0.4364486730569592 0.4441941970999586 0.41416429843341124 0.9379610906862744 0.9211364859669353 0.9623759191176472 0.9379610906862744 0.8446511349104862 0.8562587532289688 0.8780826164457879 0.8446511349104862 0.7895464662841848 0.82566272885966 0.8378995824051405 0.7895464662841848 0.277010948477411 0.2607312104400148 0.30066442727950937 0.277010948477411 0.20251561067877938 0.20933217124210496 0.22430793105801777 0.20251561067877938 0.1715320660968397 0.19048744421318048 0.19730848473727688 0.1715320660968397 Laminat
0.0974264705882353 0.13056516724336795 0.05850183823529413 0.0974264705882353 0.24325284090909083 0.24656873424418785 0.198341470975742 0.24325284090909083 0.3308329183266932 0.3006148440931049 0.26443569553805774 0.3308329183266932 0.9378897082307813 0.9167175955174782 0.9629320604393747 0.9378897082307813 0.8408588313518961 0.8404937139027197 0.8730010779835454 0.8408588313518961 0.7745881533812696 0.8022327179236065 0.8281493309894322 0.7745881533812696 0.09816176470588237 0.13139561707035757 0.058655024509803935 0.09816176470588237 0.25041687252964423 0.25014783231147486 0.1996434937611408 0.25041687252964423 0.35405253984063745 0.3090532655750047 0.2689663792025997 0.35405253984063745 0.5032929199916183 0.4868028088733558 0.5218012787320961 0.5032929199916183 0.43666105215095913 0.4345640175114577 0.4552895539773249 0.43666105215095913 0.40369277572976847 0.4133556262174524 0.4276089743337122 0.40369277572976847 0.9513602941176472 0.9348004613610154 0.9707643995098041 0.9513602941176472 0.8790899827075099 0.8770735426846347 0.9009594667906686 0.8790899827075099 0.8369055029880476 0.8505364201016375 0.8682352205974254 0.8369055029880476 0.25330376331368953 0.23697697472698898 0.2722765744864507 0.25330376331368953 0.19067287446558265 0.18884588531569851 0.20728857796087147 0.19067287446558265 0.16296785717640513 0.17086287372562223 0.18284943493072933 0.16296785717640513 Laminat
0.09606311274509804 0.1253364090734333 0.049571078431372546 0.09606311274509804 0.24945960968379446 0.2404687062338552 0.1839417189800822 0.24945960968379446 0.3482165089641433 0.2987954074910597 0.25529621297337823 0.3482165089641433 0.9149533815449575 0.8889996606780957 0.9562200578266468 0.9149533815449575 0.7727616475761336 0.7843568733778871 0.836651874479283 0.7727616475761336 0.6698517577257576 0.7262949996543094 0.771266055277791 0.6698517577257576 0.09655330882352942 0.1259823144944252 0.04984681372549019 0.09655330882352942 0.25594429347826086 0.24367433319846882 0.18533674339300937 0.25594429347826086 0.3693507221115536 0.30792396009787315 0.2585145606799149 0.3693507221115536 0.5421483968996161 0.5264673920788083 0.5674076743264944 0.5421483968996161 0.4670489009134055 0.47022648652254884 0.4967266782204643 0.4670489009134055 0.42907879956998557 0.44605278949207355 0.4635826097724322 0.42907879956998557 0.9520174632352942 0.9373963860053823 0.9752420343137254 0.9520174632352942 0.8759186635375494 0.8800862095795338 0.9081686429512517 0.8759186635375494 0.8280051668326691 0.8515151515151516 0.8726737282839644 0.8280051668326691 0.29392488426082375 0.27716791492226167 0.3219514688846012 0.29392488426082375 0.21813467584442006 0.2211129486273408 0.24673739285593668 0.21813467584442006 0.18410861624041983 0.19896309101366008 0.21490883608341918 0.18410861624041983 Laminat
0.09770220588235294 0.12584390618992697 0.05159313725490196 0.09770220588235294 0.25562005928853754 0.2377921633313623 0.1854762458343021 0.25562005928853754 0.34863670318725093 0.2961760461760461 0.25532745906761656 0.34863670318725093 0.9024540684068789 0.8741562347667843 0.9488170610747682 0.9024540684068789 0.7323581490066312 0.7567140660016831 0.8148589921495852 0.7323581490066312 0.6127940382971735 0.6881730683848077 0.7400810051198476 0.6127940382971735 0.09803921568627451 0.12648981161091888 0.0517156862745098 0.09803921568627451 0.26639698616600793 0.24333198468768477 0.18609625668449198 0.26639698616600793 0.3826257470119522 0.31041784302653863 0.2600143732033495 0.3826257470119522 0.5841582090193939 0.5704957482975211 0.6086284205697138 0.5841582090193939 0.5115710963301143 0.5193897336261001 0.5422084320915247 0.5115710963301143 0.47769457830376766 0.49672080550870995 0.5118182927462955 0.47769457830376766 0.9511825980392158 0.9371426374471359 0.9742156862745098 0.9511825980392158 0.8732676630434782 0.8816579004699513 0.907323878167868 0.8732676630434782 0.8290805527888446 0.8533361565970259 0.8728049618797649 0.8290805527888446 0.34124081316474586 0.3254653988255486 0.3704285543251844 0.34124081316474586 0.2617049866003951 0.26976569539619116 0.2939899838311496 0.2617049866003951 0.2281921101408144 0.24673155862522167 0.26195796478973266 0.2281921101408144 Laminat
0.09785539215686277 0.12984236831987697 0.0556985294117647 0.09785539215686277 0.24887290019762842 0.2451370950172731 0.19097884212973726 0.24887290019762842 0.33813184760956166 0.3016343559821821 0.2586707911511062 0.33813184760956166 0.8898803293822617 0.8539821415182568 0.937688236255798 0.8898803293822617 0.7126154951021523 0.7207696567254556 0.785312227194923 0.7126154951021523 0.5920120640917543 0.647465492779556 0.7059608994725068 0.5920120640917543 0.0982230392156863 0.1303344867358708 0.055821078431372545 0.0982230392156863 0.2541841650197629 0.2486539479007812 0.19190885840502211 0.2541841650197629 0.35783428784860544 0.3126450843842148 0.2620141232345957 0.35783428784860544 0.5850809429057084 0.5676500004890908 0.6092753433708787 0.5850809429057084 0.5098430092986264 0.5106991028569493 0.5367884583083877 0.5098430092986264 0.4757835845898829 0.4878350836949295 0.5048356642090827 0.4757835845898829 0.951109068627451 0.9351280276816608 0.9721629901960783 0.951109068627451 0.8760946763833991 0.8777831377797144 0.9046035805626598 0.8760946763833991 0.8329043202191233 0.8502838948491123 0.8709989376327962 0.8329043202191233 0.3423197097514329 0.3222265230552647 0.3712164440397022 0.3423197097514329 0.2599398941306792 0.2608135736588929 0.2881418489730957 0.2599398941306792 0.22637001936519827 0.23798306888363888 0.25485904785742564 0.22637001936519827 Laminat
0.09819240196078434 0.12976547481737793 0.05776654411764706 0.09819240196078434 0.24055088932806323 0.24386106874980548 0.1926218708827404 0.24055088932806323 0.3228647908366535 0.29418407679277236 0.2517654043244595 0.3228647908366535 0.8984604227724018 0.8654775255737995 0.9406829354023216 0.8984604227724018 0.7444884730348507 0.7430215855485025 0.8002824444477848 0.7444884730348507 0.6419015389767617 0.6842419098259852 0.7360760970817102 0.6419015389767617 0.0983149509803922 0.13022683583237216 0.057858455882352944 0.0983149509803922 0.24450345849802368 0.24719118608197688 0.19339688444547778 0.24450345849802368 0.33923680278884466 0.3021519543258673 0.25407761529808776 0.33923680278884466 0.5812533575004548 0.5649526648441693 0.6022711468384493 0.5812533575004548 0.5135910146316381 0.5111807257044181 0.5339342465790904 0.5135910146316381 0.4821019131337045 0.49099764904140697 0.5079312534151583 0.4821019131337045 0.9509160539215687 0.9351633986928105 0.9711259191176471 0.9509160539215687 0.8801198122529644 0.8784024773583142 0.9037665659149033 0.8801198122529644 0.8402048057768927 0.8537047493569231 0.8743485189351329 0.8402048057768927 0.3378554656055515 0.31917151351452827 0.3627305343141009 0.3378554656055515 0.26377573031035556 0.26130573433169546 0.2850857796699809 0.26377573031035556 0.23242225464717794 0.24107869136418866 0.2579941581958938 0.23242225464717794 Laminat
0.12210477941176477 0.15395617070357562 0.06334252450980393 0.12210477941176477 0.293246665019763 0.2828265537954001 0.22405642098736733 0.293246665019763 0.3797777639442234 0.34070518853127557 0.29893138357705284 0.3797777639442234 0.9178076102192224 0.8940459560923415 0.9556547143800848 0.9178076102192224 0.7845379090221393 0.8006729357657492 0.8433531943170774 0.7845379090221393 0.7131670234610424 0.7551921264634263 0.7901222240537865 0.7131670234610424 0.13068321078431377 0.16788927335640144 0.07106311274509804 0.13068321078431377 0.33567502470355737 0.3084093243285302 0.2451367898938232 0.33567502470355737 0.43960097111553814 0.3743333960725265 0.324334458192726 0.43960097111553814 0.525885014836896 0.5112670538820261 0.5548218471514685 0.525885014836896 0.45518162078387525 0.45770469892285365 0.4806352238823101 0.45518162078387525 0.42827194867957236 0.4379145468868239 0.45178398711070933 0.42827194867957236 0.9394745133851018 0.9237916230081584 0.968833281524986 0.9394745133851018 0.8555521198272649 0.8600412619519696 0.8890840506240187 0.8555521198272649 0.8140413269839217 0.8317994001586897 0.8520008033635103 0.8140413269839217 0.2765550488300023 0.2613940003852066 0.30782728207656757 0.2765550488300023 0.2071903078994356 0.2094935914160601 0.23101021843639835 0.2071903078994356 0.18341686202579827 0.1917691503750923 0.20410877100964958 0.18341686202579827 Laminat
